Day,Month,Year,Store,Dept,Type,IsHoliday,Weekly_Sales,Size
28,12,2012,1,20,1,1,,151315
28,12,2012,1,21,1,1,,151315
28,12,2012,1,22,1,1,,151315
28,12,2012,1,23,1,1,,151315
28,12,2012,1,24,1,1,,151315
28,12,2012,1,25,1,1,,151315
28,12,2012,1,26,1,1,,151315
28,12,2012,1,27,1,1,,151315
28,12,2012,1,28,1,1,,151315
28,12,2012,1,29,1,1,,151315
28,12,2012,1,30,1,1,,151315
28,12,2012,1,31,1,1,,151315
28,12,2012,1,32,1,1,,151315
28,12,2012,1,33,1,1,,151315
28,12,2012,1,34,1,1,,151315
28,12,2012,1,35,1,1,,151315
28,12,2012,1,36,1,1,,151315
28,12,2012,1,37,1,1,,151315
28,12,2012,1,38,1,1,,151315
28,12,2012,1,40,1,1,,151315
28,12,2012,1,41,1,1,,151315
28,12,2012,1,42,1,1,,151315
28,12,2012,1,44,1,1,,151315
28,12,2012,1,45,1,1,,151315
28,12,2012,1,46,1,1,,151315
28,12,2012,1,47,1,1,,151315
28,12,2012,1,48,1,1,,151315
28,12,2012,1,49,1,1,,151315
28,12,2012,1,51,1,1,,151315
28,12,2012,1,52,1,1,,151315
28,12,2012,1,54,1,1,,151315
28,12,2012,1,55,1,1,,151315
28,12,2012,1,56,1,1,,151315
28,12,2012,1,58,1,1,,151315
28,12,2012,1,59,1,1,,151315
28,12,2012,1,60,1,1,,151315
28,12,2012,1,67,1,1,,151315
28,12,2012,1,71,1,1,,151315
28,12,2012,1,72,1,1,,151315
28,12,2012,1,74,1,1,,151315
28,12,2012,1,77,1,1,,151315
28,12,2012,1,78,1,1,,151315
28,12,2012,1,79,1,1,,151315
28,12,2012,1,80,1,1,,151315
28,12,2012,1,81,1,1,,151315
28,12,2012,1,82,1,1,,151315
28,12,2012,1,83,1,1,,151315
28,12,2012,1,85,1,1,,151315
28,12,2012,1,87,1,1,,151315
28,12,2012,1,90,1,1,,151315
28,12,2012,1,91,1,1,,151315
28,12,2012,1,92,1,1,,151315
28,12,2012,1,93,1,1,,151315
28,12,2012,1,94,1,1,,151315
28,12,2012,1,95,1,1,,151315
28,12,2012,1,96,1,1,,151315
28,12,2012,1,97,1,1,,151315
28,12,2012,1,98,1,1,,151315
28,12,2012,1,99,1,1,,151315
28,12,2012,2,1,1,1,,202307
28,12,2012,2,2,1,1,,202307
28,12,2012,2,3,1,1,,202307
28,12,2012,2,4,1,1,,202307
28,12,2012,2,5,1,1,,202307
28,12,2012,2,6,1,1,,202307
28,12,2012,2,7,1,1,,202307
28,12,2012,2,8,1,1,,202307
28,12,2012,2,9,1,1,,202307
28,12,2012,2,10,1,1,,202307
28,12,2012,2,11,1,1,,202307
28,12,2012,2,12,1,1,,202307
28,12,2012,2,13,1,1,,202307
28,12,2012,2,14,1,1,,202307
28,12,2012,2,16,1,1,,202307
28,12,2012,2,17,1,1,,202307
28,12,2012,2,18,1,1,,202307
28,12,2012,2,19,1,1,,202307
28,12,2012,2,20,1,1,,202307
28,12,2012,2,21,1,1,,202307
28,12,2012,2,22,1,1,,202307
28,12,2012,2,23,1,1,,202307
28,12,2012,2,24,1,1,,202307
28,12,2012,2,25,1,1,,202307
28,12,2012,2,26,1,1,,202307
28,12,2012,2,27,1,1,,202307
28,12,2012,2,28,1,1,,202307
28,12,2012,2,29,1,1,,202307
28,12,2012,2,30,1,1,,202307
28,12,2012,2,31,1,1,,202307
28,12,2012,2,32,1,1,,202307
28,12,2012,2,33,1,1,,202307
28,12,2012,2,34,1,1,,202307
28,12,2012,2,35,1,1,,202307
28,12,2012,2,36,1,1,,202307
28,12,2012,2,37,1,1,,202307
28,12,2012,2,38,1,1,,202307
28,12,2012,2,39,1,1,,202307
28,12,2012,2,40,1,1,,202307
28,12,2012,2,41,1,1,,202307
28,12,2012,2,42,1,1,,202307
28,12,2012,2,44,1,1,,202307
28,12,2012,2,45,1,1,,202307
28,12,2012,2,46,1,1,,202307
28,12,2012,2,47,1,1,,202307
28,12,2012,2,48,1,1,,202307
28,12,2012,2,49,1,1,,202307
28,12,2012,2,51,1,1,,202307
28,12,2012,2,52,1,1,,202307
28,12,2012,2,54,1,1,,202307
28,12,2012,2,55,1,1,,202307
28,12,2012,2,56,1,1,,202307
28,12,2012,2,58,1,1,,202307
28,12,2012,2,59,1,1,,202307
28,12,2012,2,60,1,1,,202307
28,12,2012,2,67,1,1,,202307
28,12,2012,2,71,1,1,,202307
28,12,2012,2,72,1,1,,202307
28,12,2012,2,74,1,1,,202307
28,12,2012,2,77,1,1,,202307
28,12,2012,2,78,1,1,,202307
28,12,2012,2,79,1,1,,202307
28,12,2012,2,80,1,1,,202307
28,12,2012,2,81,1,1,,202307
28,12,2012,2,82,1,1,,202307
28,12,2012,2,83,1,1,,202307
28,12,2012,2,85,1,1,,202307
28,12,2012,2,87,1,1,,202307
28,12,2012,2,90,1,1,,202307
28,12,2012,2,91,1,1,,202307
28,12,2012,2,92,1,1,,202307
28,12,2012,2,93,1,1,,202307
28,12,2012,2,94,1,1,,202307
28,12,2012,2,95,1,1,,202307
28,12,2012,2,96,1,1,,202307
28,12,2012,2,97,1,1,,202307
28,12,2012,2,98,1,1,,202307
28,12,2012,2,99,1,1,,202307
28,12,2012,3,1,2,1,,37392
28,12,2012,3,2,2,1,,37392
28,12,2012,3,3,2,1,,37392
28,12,2012,3,4,2,1,,37392
28,12,2012,3,5,2,1,,37392
28,12,2012,3,6,2,1,,37392
28,12,2012,3,7,2,1,,37392
28,12,2012,3,8,2,1,,37392
28,12,2012,3,9,2,1,,37392
28,12,2012,3,10,2,1,,37392
28,12,2012,3,11,2,1,,37392
28,12,2012,3,12,2,1,,37392
28,12,2012,3,13,2,1,,37392
28,12,2012,3,14,2,1,,37392
28,12,2012,3,16,2,1,,37392
28,12,2012,3,17,2,1,,37392
28,12,2012,3,18,2,1,,37392
28,12,2012,3,19,2,1,,37392
28,12,2012,3,20,2,1,,37392
28,12,2012,3,21,2,1,,37392
28,12,2012,3,22,2,1,,37392
28,12,2012,3,23,2,1,,37392
28,12,2012,3,24,2,1,,37392
28,12,2012,3,25,2,1,,37392
28,12,2012,3,26,2,1,,37392
28,12,2012,3,27,2,1,,37392
28,12,2012,3,28,2,1,,37392
28,12,2012,3,29,2,1,,37392
28,12,2012,3,30,2,1,,37392
28,12,2012,3,31,2,1,,37392
28,12,2012,3,32,2,1,,37392
28,12,2012,3,33,2,1,,37392
28,12,2012,3,34,2,1,,37392
28,12,2012,3,35,2,1,,37392
28,12,2012,3,36,2,1,,37392
28,12,2012,3,38,2,1,,37392
28,12,2012,3,40,2,1,,37392
28,12,2012,3,41,2,1,,37392
28,12,2012,3,42,2,1,,37392
28,12,2012,3,44,2,1,,37392
28,12,2012,3,45,2,1,,37392
28,12,2012,3,46,2,1,,37392
28,12,2012,3,47,2,1,,37392
28,12,2012,3,49,2,1,,37392
28,12,2012,3,51,2,1,,37392
28,12,2012,3,52,2,1,,37392
28,12,2012,3,54,2,1,,37392
28,12,2012,3,55,2,1,,37392
28,12,2012,3,56,2,1,,37392
28,12,2012,3,59,2,1,,37392
28,12,2012,3,60,2,1,,37392
28,12,2012,3,67,2,1,,37392
28,12,2012,3,71,2,1,,37392
28,12,2012,3,72,2,1,,37392
28,12,2012,3,74,2,1,,37392
28,12,2012,3,77,2,1,,37392
28,12,2012,3,78,2,1,,37392
28,12,2012,3,79,2,1,,37392
28,12,2012,3,80,2,1,,37392
28,12,2012,3,81,2,1,,37392
28,12,2012,3,82,2,1,,37392
28,12,2012,3,83,2,1,,37392
28,12,2012,3,85,2,1,,37392
28,12,2012,3,87,2,1,,37392
28,12,2012,3,90,2,1,,37392
28,12,2012,3,91,2,1,,37392
28,12,2012,3,92,2,1,,37392
28,12,2012,3,94,2,1,,37392
28,12,2012,3,95,2,1,,37392
28,12,2012,3,96,2,1,,37392
28,12,2012,3,97,2,1,,37392
28,12,2012,3,98,2,1,,37392
28,12,2012,4,1,1,1,,205863
28,12,2012,4,2,1,1,,205863
28,12,2012,4,3,1,1,,205863
28,12,2012,4,4,1,1,,205863
28,12,2012,4,5,1,1,,205863
28,12,2012,4,6,1,1,,205863
28,12,2012,4,7,1,1,,205863
28,12,2012,4,8,1,1,,205863
28,12,2012,4,9,1,1,,205863
28,12,2012,4,10,1,1,,205863
28,12,2012,4,11,1,1,,205863
28,12,2012,4,12,1,1,,205863
28,12,2012,4,13,1,1,,205863
28,12,2012,4,14,1,1,,205863
28,12,2012,4,16,1,1,,205863
28,12,2012,4,17,1,1,,205863
28,12,2012,4,18,1,1,,205863
28,12,2012,4,19,1,1,,205863
28,12,2012,4,20,1,1,,205863
28,12,2012,4,21,1,1,,205863
28,12,2012,4,22,1,1,,205863
28,12,2012,4,23,1,1,,205863
28,12,2012,4,24,1,1,,205863
28,12,2012,4,25,1,1,,205863
28,12,2012,4,26,1,1,,205863
28,12,2012,4,27,1,1,,205863
28,12,2012,4,28,1,1,,205863
28,12,2012,4,29,1,1,,205863
28,12,2012,4,30,1,1,,205863
28,12,2012,4,31,1,1,,205863
28,12,2012,4,32,1,1,,205863
28,12,2012,4,33,1,1,,205863
28,12,2012,4,34,1,1,,205863
28,12,2012,4,35,1,1,,205863
28,12,2012,4,36,1,1,,205863
28,12,2012,4,37,1,1,,205863
28,12,2012,4,38,1,1,,205863
28,12,2012,4,39,1,1,,205863
28,12,2012,4,40,1,1,,205863
28,12,2012,4,41,1,1,,205863
28,12,2012,4,42,1,1,,205863
28,12,2012,4,44,1,1,,205863
28,12,2012,4,45,1,1,,205863
28,12,2012,4,46,1,1,,205863
28,12,2012,4,47,1,1,,205863
28,12,2012,4,48,1,1,,205863
28,12,2012,4,49,1,1,,205863
28,12,2012,4,51,1,1,,205863
28,12,2012,4,52,1,1,,205863
28,12,2012,4,54,1,1,,205863
28,12,2012,4,55,1,1,,205863
28,12,2012,4,56,1,1,,205863
28,12,2012,4,58,1,1,,205863
28,12,2012,4,59,1,1,,205863
28,12,2012,4,60,1,1,,205863
28,12,2012,4,67,1,1,,205863
28,12,2012,4,71,1,1,,205863
28,12,2012,4,72,1,1,,205863
28,12,2012,4,74,1,1,,205863
28,12,2012,4,77,1,1,,205863
28,12,2012,4,78,1,1,,205863
28,12,2012,4,79,1,1,,205863
28,12,2012,4,80,1,1,,205863
28,12,2012,4,81,1,1,,205863
28,12,2012,4,82,1,1,,205863
28,12,2012,4,83,1,1,,205863
28,12,2012,4,85,1,1,,205863
28,12,2012,4,87,1,1,,205863
28,12,2012,4,90,1,1,,205863
28,12,2012,4,91,1,1,,205863
28,12,2012,4,92,1,1,,205863
28,12,2012,4,93,1,1,,205863
28,12,2012,4,94,1,1,,205863
28,12,2012,4,95,1,1,,205863
28,12,2012,4,96,1,1,,205863
28,12,2012,4,97,1,1,,205863
28,12,2012,4,98,1,1,,205863
28,12,2012,4,99,1,1,,205863
28,12,2012,5,1,2,1,,34875
28,12,2012,5,2,2,1,,34875
28,12,2012,5,3,2,1,,34875
28,12,2012,5,4,2,1,,34875
28,12,2012,5,5,2,1,,34875
28,12,2012,5,6,2,1,,34875
28,12,2012,5,7,2,1,,34875
28,12,2012,5,8,2,1,,34875
28,12,2012,5,9,2,1,,34875
28,12,2012,5,10,2,1,,34875
28,12,2012,5,11,2,1,,34875
28,12,2012,5,12,2,1,,34875
28,12,2012,5,13,2,1,,34875
28,12,2012,5,14,2,1,,34875
28,12,2012,5,16,2,1,,34875
28,12,2012,5,17,2,1,,34875
28,12,2012,5,18,2,1,,34875
28,12,2012,5,19,2,1,,34875
28,12,2012,5,20,2,1,,34875
28,12,2012,5,21,2,1,,34875
28,12,2012,5,22,2,1,,34875
28,12,2012,5,23,2,1,,34875
28,12,2012,5,24,2,1,,34875
28,12,2012,5,25,2,1,,34875
28,12,2012,5,26,2,1,,34875
28,12,2012,5,27,2,1,,34875
28,12,2012,5,28,2,1,,34875
28,12,2012,5,29,2,1,,34875
28,12,2012,5,30,2,1,,34875
28,12,2012,5,31,2,1,,34875
28,12,2012,5,32,2,1,,34875
28,12,2012,5,33,2,1,,34875
28,12,2012,5,34,2,1,,34875
28,12,2012,5,35,2,1,,34875
28,12,2012,5,36,2,1,,34875
28,12,2012,5,38,2,1,,34875
28,12,2012,5,40,2,1,,34875
28,12,2012,5,41,2,1,,34875
28,12,2012,5,42,2,1,,34875
28,12,2012,5,44,2,1,,34875
28,12,2012,5,45,2,1,,34875
28,12,2012,5,46,2,1,,34875
28,12,2012,5,47,2,1,,34875
28,12,2012,5,49,2,1,,34875
28,12,2012,5,51,2,1,,34875
28,12,2012,5,52,2,1,,34875
28,12,2012,5,54,2,1,,34875
28,12,2012,5,55,2,1,,34875
28,12,2012,5,56,2,1,,34875
28,12,2012,5,58,2,1,,34875
28,12,2012,5,59,2,1,,34875
28,12,2012,5,60,2,1,,34875
28,12,2012,5,67,2,1,,34875
28,12,2012,5,71,2,1,,34875
28,12,2012,5,72,2,1,,34875
28,12,2012,5,74,2,1,,34875
28,12,2012,5,77,2,1,,34875
28,12,2012,5,78,2,1,,34875
28,12,2012,5,79,2,1,,34875
28,12,2012,5,80,2,1,,34875
28,12,2012,5,81,2,1,,34875
28,12,2012,5,82,2,1,,34875
28,12,2012,5,85,2,1,,34875
28,12,2012,5,87,2,1,,34875
28,12,2012,5,90,2,1,,34875
28,12,2012,5,91,2,1,,34875
28,12,2012,5,92,2,1,,34875
28,12,2012,5,94,2,1,,34875
28,12,2012,5,95,2,1,,34875
28,12,2012,5,96,2,1,,34875
28,12,2012,5,97,2,1,,34875
28,12,2012,5,98,2,1,,34875
28,12,2012,6,1,1,1,,202505
28,12,2012,6,2,1,1,,202505
28,12,2012,6,3,1,1,,202505
28,12,2012,6,4,1,1,,202505
28,12,2012,6,5,1,1,,202505
28,12,2012,6,6,1,1,,202505
28,12,2012,6,7,1,1,,202505
28,12,2012,6,8,1,1,,202505
28,12,2012,6,9,1,1,,202505
28,12,2012,6,10,1,1,,202505
28,12,2012,6,11,1,1,,202505
28,12,2012,6,12,1,1,,202505
28,12,2012,6,13,1,1,,202505
28,12,2012,6,14,1,1,,202505
28,12,2012,6,16,1,1,,202505
28,12,2012,6,17,1,1,,202505
28,12,2012,6,18,1,1,,202505
28,12,2012,6,19,1,1,,202505
28,12,2012,6,20,1,1,,202505
28,12,2012,6,21,1,1,,202505
28,12,2012,6,22,1,1,,202505
28,12,2012,6,23,1,1,,202505
28,12,2012,6,24,1,1,,202505
28,12,2012,6,25,1,1,,202505
28,12,2012,6,26,1,1,,202505
28,12,2012,6,27,1,1,,202505
28,12,2012,6,28,1,1,,202505
28,12,2012,6,29,1,1,,202505
28,12,2012,6,30,1,1,,202505
28,12,2012,6,31,1,1,,202505
28,12,2012,6,32,1,1,,202505
28,12,2012,6,33,1,1,,202505
28,12,2012,6,34,1,1,,202505
28,12,2012,6,35,1,1,,202505
28,12,2012,6,36,1,1,,202505
28,12,2012,6,37,1,1,,202505
28,12,2012,6,38,1,1,,202505
28,12,2012,6,40,1,1,,202505
28,12,2012,6,41,1,1,,202505
28,12,2012,6,42,1,1,,202505
28,12,2012,6,44,1,1,,202505
28,12,2012,6,45,1,1,,202505
28,12,2012,6,46,1,1,,202505
28,12,2012,6,47,1,1,,202505
28,12,2012,6,48,1,1,,202505
28,12,2012,6,49,1,1,,202505
28,12,2012,6,51,1,1,,202505
28,12,2012,6,52,1,1,,202505
28,12,2012,6,54,1,1,,202505
28,12,2012,6,55,1,1,,202505
28,12,2012,6,56,1,1,,202505
28,12,2012,6,58,1,1,,202505
28,12,2012,6,59,1,1,,202505
28,12,2012,6,60,1,1,,202505
28,12,2012,6,67,1,1,,202505
28,12,2012,6,71,1,1,,202505
28,12,2012,6,72,1,1,,202505
28,12,2012,6,74,1,1,,202505
28,12,2012,6,77,1,1,,202505
28,12,2012,6,78,1,1,,202505
28,12,2012,6,79,1,1,,202505
28,12,2012,6,80,1,1,,202505
28,12,2012,6,81,1,1,,202505
28,12,2012,6,82,1,1,,202505
28,12,2012,6,83,1,1,,202505
28,12,2012,6,85,1,1,,202505
28,12,2012,6,87,1,1,,202505
28,12,2012,6,90,1,1,,202505
28,12,2012,6,91,1,1,,202505
28,12,2012,6,92,1,1,,202505
28,12,2012,6,93,1,1,,202505
28,12,2012,6,94,1,1,,202505
28,12,2012,6,95,1,1,,202505
28,12,2012,6,96,1,1,,202505
28,12,2012,6,97,1,1,,202505
28,12,2012,6,98,1,1,,202505
28,12,2012,6,99,1,1,,202505
28,12,2012,7,1,2,1,,70713
28,12,2012,7,2,2,1,,70713
28,12,2012,7,3,2,1,,70713
28,12,2012,7,4,2,1,,70713
28,12,2012,7,5,2,1,,70713
28,12,2012,7,6,2,1,,70713
28,12,2012,7,7,2,1,,70713
28,12,2012,7,8,2,1,,70713
28,12,2012,7,9,2,1,,70713
28,12,2012,7,10,2,1,,70713
28,12,2012,7,11,2,1,,70713
28,12,2012,7,12,2,1,,70713
28,12,2012,7,13,2,1,,70713
28,12,2012,7,14,2,1,,70713
28,12,2012,7,16,2,1,,70713
28,12,2012,7,17,2,1,,70713
28,12,2012,7,18,2,1,,70713
28,12,2012,7,19,2,1,,70713
28,12,2012,7,20,2,1,,70713
28,12,2012,7,21,2,1,,70713
28,12,2012,7,22,2,1,,70713
28,12,2012,7,23,2,1,,70713
28,12,2012,7,24,2,1,,70713
28,12,2012,7,25,2,1,,70713
28,12,2012,7,26,2,1,,70713
28,12,2012,7,27,2,1,,70713
28,12,2012,7,28,2,1,,70713
28,12,2012,7,29,2,1,,70713
28,12,2012,7,30,2,1,,70713
28,12,2012,7,31,2,1,,70713
28,12,2012,7,32,2,1,,70713
28,12,2012,7,33,2,1,,70713
28,12,2012,7,34,2,1,,70713
28,12,2012,7,35,2,1,,70713
28,12,2012,7,36,2,1,,70713
28,12,2012,7,38,2,1,,70713
28,12,2012,7,40,2,1,,70713
28,12,2012,7,41,2,1,,70713
28,12,2012,7,42,2,1,,70713
28,12,2012,7,44,2,1,,70713
28,12,2012,7,45,2,1,,70713
28,12,2012,7,46,2,1,,70713
28,12,2012,7,47,2,1,,70713
28,12,2012,7,48,2,1,,70713
28,12,2012,7,49,2,1,,70713
28,12,2012,7,51,2,1,,70713
28,12,2012,7,52,2,1,,70713
28,12,2012,7,54,2,1,,70713
28,12,2012,7,55,2,1,,70713
28,12,2012,7,56,2,1,,70713
28,12,2012,7,58,2,1,,70713
28,12,2012,7,59,2,1,,70713
28,12,2012,7,60,2,1,,70713
28,12,2012,7,67,2,1,,70713
28,12,2012,7,71,2,1,,70713
28,12,2012,7,72,2,1,,70713
28,12,2012,7,74,2,1,,70713
28,12,2012,7,77,2,1,,70713
28,12,2012,7,78,2,1,,70713
28,12,2012,7,79,2,1,,70713
28,12,2012,7,80,2,1,,70713
28,12,2012,7,81,2,1,,70713
28,12,2012,7,82,2,1,,70713
28,12,2012,7,83,2,1,,70713
28,12,2012,7,85,2,1,,70713
28,12,2012,7,87,2,1,,70713
28,12,2012,7,90,2,1,,70713
28,12,2012,7,91,2,1,,70713
28,12,2012,7,92,2,1,,70713
28,12,2012,7,93,2,1,,70713
28,12,2012,7,94,2,1,,70713
28,12,2012,7,95,2,1,,70713
28,12,2012,7,96,2,1,,70713
28,12,2012,7,97,2,1,,70713
28,12,2012,7,98,2,1,,70713
28,12,2012,7,99,2,1,,70713
28,12,2012,8,1,1,1,,155078
28,12,2012,8,2,1,1,,155078
28,12,2012,8,3,1,1,,155078
28,12,2012,8,4,1,1,,155078
28,12,2012,8,5,1,1,,155078
28,12,2012,8,6,1,1,,155078
28,12,2012,8,7,1,1,,155078
28,12,2012,8,8,1,1,,155078
28,12,2012,8,9,1,1,,155078
28,12,2012,8,10,1,1,,155078
28,12,2012,8,11,1,1,,155078
28,12,2012,8,12,1,1,,155078
28,12,2012,8,13,1,1,,155078
28,12,2012,8,14,1,1,,155078
28,12,2012,8,16,1,1,,155078
28,12,2012,8,17,1,1,,155078
28,12,2012,8,18,1,1,,155078
28,12,2012,8,19,1,1,,155078
28,12,2012,8,20,1,1,,155078
28,12,2012,8,21,1,1,,155078
28,12,2012,8,22,1,1,,155078
28,12,2012,8,23,1,1,,155078
28,12,2012,8,24,1,1,,155078
28,12,2012,8,25,1,1,,155078
28,12,2012,8,26,1,1,,155078
28,12,2012,8,27,1,1,,155078
28,12,2012,8,28,1,1,,155078
28,12,2012,8,29,1,1,,155078
28,12,2012,8,30,1,1,,155078
28,12,2012,8,31,1,1,,155078
28,12,2012,8,32,1,1,,155078
28,12,2012,8,33,1,1,,155078
28,12,2012,8,34,1,1,,155078
28,12,2012,8,35,1,1,,155078
28,12,2012,8,36,1,1,,155078
28,12,2012,8,37,1,1,,155078
28,12,2012,8,38,1,1,,155078
28,12,2012,8,40,1,1,,155078
28,12,2012,8,41,1,1,,155078
28,12,2012,8,42,1,1,,155078
28,12,2012,8,44,1,1,,155078
28,12,2012,8,45,1,1,,155078
28,12,2012,8,46,1,1,,155078
28,12,2012,8,47,1,1,,155078
28,12,2012,8,49,1,1,,155078
28,12,2012,8,51,1,1,,155078
28,12,2012,8,52,1,1,,155078
28,12,2012,8,54,1,1,,155078
28,12,2012,8,55,1,1,,155078
28,12,2012,8,56,1,1,,155078
28,12,2012,8,58,1,1,,155078
28,12,2012,8,59,1,1,,155078
28,12,2012,8,60,1,1,,155078
28,12,2012,8,67,1,1,,155078
28,12,2012,8,71,1,1,,155078
28,12,2012,8,72,1,1,,155078
28,12,2012,8,74,1,1,,155078
28,12,2012,8,77,1,1,,155078
28,12,2012,8,78,1,1,,155078
28,12,2012,8,79,1,1,,155078
28,12,2012,8,80,1,1,,155078
28,12,2012,8,81,1,1,,155078
28,12,2012,8,82,1,1,,155078
28,12,2012,8,83,1,1,,155078
28,12,2012,8,85,1,1,,155078
28,12,2012,8,87,1,1,,155078
28,12,2012,8,90,1,1,,155078
28,12,2012,8,91,1,1,,155078
28,12,2012,8,92,1,1,,155078
28,12,2012,8,93,1,1,,155078
28,12,2012,8,94,1,1,,155078
28,12,2012,8,95,1,1,,155078
28,12,2012,8,96,1,1,,155078
28,12,2012,8,97,1,1,,155078
28,12,2012,8,98,1,1,,155078
28,12,2012,8,99,1,1,,155078
28,12,2012,9,1,2,1,,125833
28,12,2012,9,2,2,1,,125833
28,12,2012,9,3,2,1,,125833
28,12,2012,9,4,2,1,,125833
28,12,2012,9,5,2,1,,125833
28,12,2012,9,6,2,1,,125833
28,12,2012,9,7,2,1,,125833
28,12,2012,9,8,2,1,,125833
28,12,2012,9,9,2,1,,125833
28,12,2012,9,10,2,1,,125833
28,12,2012,9,11,2,1,,125833
28,12,2012,9,12,2,1,,125833
28,12,2012,9,13,2,1,,125833
28,12,2012,9,14,2,1,,125833
28,12,2012,9,16,2,1,,125833
28,12,2012,9,17,2,1,,125833
28,12,2012,9,18,2,1,,125833
28,12,2012,9,19,2,1,,125833
28,12,2012,9,20,2,1,,125833
28,12,2012,9,21,2,1,,125833
28,12,2012,9,22,2,1,,125833
28,12,2012,9,23,2,1,,125833
28,12,2012,9,24,2,1,,125833
28,12,2012,9,25,2,1,,125833
28,12,2012,9,26,2,1,,125833
28,12,2012,9,27,2,1,,125833
28,12,2012,9,28,2,1,,125833
28,12,2012,9,29,2,1,,125833
28,12,2012,9,30,2,1,,125833
28,12,2012,9,31,2,1,,125833
28,12,2012,9,32,2,1,,125833
28,12,2012,9,33,2,1,,125833
28,12,2012,9,34,2,1,,125833
28,12,2012,9,35,2,1,,125833
28,12,2012,9,36,2,1,,125833
28,12,2012,9,38,2,1,,125833
28,12,2012,9,40,2,1,,125833
28,12,2012,9,41,2,1,,125833
28,12,2012,9,42,2,1,,125833
28,12,2012,9,44,2,1,,125833
28,12,2012,9,45,2,1,,125833
28,12,2012,9,46,2,1,,125833
28,12,2012,9,47,2,1,,125833
28,12,2012,9,48,2,1,,125833
28,12,2012,9,49,2,1,,125833
28,12,2012,9,51,2,1,,125833
28,12,2012,9,52,2,1,,125833
28,12,2012,9,54,2,1,,125833
28,12,2012,9,55,2,1,,125833
28,12,2012,9,56,2,1,,125833
28,12,2012,9,59,2,1,,125833
28,12,2012,9,60,2,1,,125833
28,12,2012,9,67,2,1,,125833
28,12,2012,9,71,2,1,,125833
28,12,2012,9,72,2,1,,125833
28,12,2012,9,74,2,1,,125833
28,12,2012,9,77,2,1,,125833
28,12,2012,9,78,2,1,,125833
28,12,2012,9,79,2,1,,125833
28,12,2012,9,80,2,1,,125833
28,12,2012,9,81,2,1,,125833
28,12,2012,9,82,2,1,,125833
28,12,2012,9,85,2,1,,125833
28,12,2012,9,87,2,1,,125833
28,12,2012,9,90,2,1,,125833
28,12,2012,9,91,2,1,,125833
28,12,2012,9,92,2,1,,125833
28,12,2012,9,93,2,1,,125833
28,12,2012,9,94,2,1,,125833
28,12,2012,9,95,2,1,,125833
28,12,2012,9,96,2,1,,125833
28,12,2012,9,97,2,1,,125833
28,12,2012,9,98,2,1,,125833
28,12,2012,10,1,2,1,,126512
28,12,2012,10,2,2,1,,126512
28,12,2012,10,3,2,1,,126512
28,12,2012,10,4,2,1,,126512
28,12,2012,10,5,2,1,,126512
28,12,2012,10,6,2,1,,126512
28,12,2012,10,7,2,1,,126512
28,12,2012,10,8,2,1,,126512
28,12,2012,10,9,2,1,,126512
28,12,2012,10,10,2,1,,126512
28,12,2012,10,11,2,1,,126512
28,12,2012,10,12,2,1,,126512
28,12,2012,10,13,2,1,,126512
28,12,2012,10,14,2,1,,126512
28,12,2012,10,16,2,1,,126512
28,12,2012,10,17,2,1,,126512
28,12,2012,10,18,2,1,,126512
28,12,2012,10,19,2,1,,126512
28,12,2012,10,20,2,1,,126512
28,12,2012,10,21,2,1,,126512
28,12,2012,10,22,2,1,,126512
28,12,2012,10,23,2,1,,126512
28,12,2012,10,24,2,1,,126512
28,12,2012,10,25,2,1,,126512
28,12,2012,10,26,2,1,,126512
28,12,2012,10,27,2,1,,126512
28,12,2012,10,28,2,1,,126512
28,12,2012,10,29,2,1,,126512
28,12,2012,10,30,2,1,,126512
28,12,2012,10,31,2,1,,126512
28,12,2012,10,32,2,1,,126512
28,12,2012,10,33,2,1,,126512
28,12,2012,10,34,2,1,,126512
28,12,2012,10,35,2,1,,126512
28,12,2012,10,36,2,1,,126512
28,12,2012,10,37,2,1,,126512
28,12,2012,10,38,2,1,,126512
28,12,2012,10,40,2,1,,126512
28,12,2012,10,41,2,1,,126512
28,12,2012,10,42,2,1,,126512
28,12,2012,10,44,2,1,,126512
28,12,2012,10,45,2,1,,126512
28,12,2012,10,46,2,1,,126512
28,12,2012,10,47,2,1,,126512
28,12,2012,10,48,2,1,,126512
28,12,2012,10,49,2,1,,126512
28,12,2012,10,50,2,1,,126512
28,12,2012,10,51,2,1,,126512
28,12,2012,10,52,2,1,,126512
28,12,2012,10,54,2,1,,126512
28,12,2012,10,55,2,1,,126512
28,12,2012,10,56,2,1,,126512
28,12,2012,10,58,2,1,,126512
28,12,2012,10,59,2,1,,126512
28,12,2012,10,60,2,1,,126512
28,12,2012,10,67,2,1,,126512
28,12,2012,10,71,2,1,,126512
28,12,2012,10,72,2,1,,126512
28,12,2012,10,74,2,1,,126512
28,12,2012,10,77,2,1,,126512
28,12,2012,10,78,2,1,,126512
28,12,2012,10,79,2,1,,126512
28,12,2012,10,80,2,1,,126512
28,12,2012,10,81,2,1,,126512
28,12,2012,10,82,2,1,,126512
28,12,2012,10,83,2,1,,126512
28,12,2012,10,85,2,1,,126512
28,12,2012,10,87,2,1,,126512
28,12,2012,10,90,2,1,,126512
28,12,2012,10,91,2,1,,126512
28,12,2012,10,92,2,1,,126512
28,12,2012,10,93,2,1,,126512
28,12,2012,10,94,2,1,,126512
